,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
17020,J. Capacho,19,Colombia,54,67,Atlético Bucaramanga,ST,50.0,30.0,32.0,52.0,43.0,50.0,34.0,30.0,43.0,32.0,52.0,49.0,53.0,51.0,35.0,50.0,34.0,30.0,43.0,32.0,52.0,49.0,53.0,51.0,35.0,53.0
16993,I. Meite,20,England,54,67,Crawley Town,ST,48.0,31.0,32.0,51.0,42.0,48.0,33.0,31.0,42.0,32.0,51.0,46.0,53.0,48.0,34.0,48.0,33.0,31.0,42.0,32.0,51.0,46.0,53.0,48.0,34.0,53.0
14195,J. Thompson,28,England,61,61,Rochdale,ST,57.0,36.0,43.0,56.0,52.0,57.0,44.0,36.0,52.0,43.0,56.0,60.0,53.0,60.0,47.0,57.0,44.0,36.0,52.0,43.0,56.0,60.0,53.0,60.0,47.0,53.0
16991,A. Linnér,18,Sweden,54,64,AIK Solna,ST,53.0,31.0,36.0,53.0,47.0,53.0,36.0,31.0,47.0,36.0,53.0,52.0,53.0,52.0,38.0,53.0,36.0,31.0,47.0,36.0,53.0,52.0,53.0,52.0,38.0,53.0
16307,A. Maksimenko,21,Russia,57,68,FC SKA-Energiya Khabarovsk,ST,55.0,38.0,42.0,55.0,50.0,55.0,46.0,38.0,50.0,42.0,55.0,56.0,53.0,57.0,47.0,55.0,46.0,38.0,50.0,42.0,55.0,56.0,53.0,57.0,47.0,53.0
17051,N. Dyachenko,21,Russia,54,62,FC SKA-Energiya Khabarovsk,ST,48.0,37.0,38.0,50.0,45.0,48.0,39.0,37.0,45.0,38.0,50.0,49.0,53.0,50.0,40.0,48.0,39.0,37.0,45.0,38.0,50.0,49.0,53.0,50.0,40.0,53.0
16439,J. McDonagh,21,Northern Ireland,56,66,Sligo Rovers,ST,53.0,36.0,39.0,54.0,47.0,53.0,42.0,36.0,47.0,39.0,54.0,55.0,53.0,56.0,45.0,53.0,42.0,36.0,47.0,39.0,54.0,55.0,53.0,56.0,45.0,53.0
16992,I. Keita,21,France,54,68,Finn Harps,ST,50.0,38.0,35.0,52.0,42.0,50.0,36.0,38.0,42.0,35.0,52.0,50.0,53.0,51.0,36.0,50.0,36.0,38.0,42.0,35.0,52.0,50.0,53.0,51.0,36.0,53.0
17052,S. Boyd,19,Republic of Ireland,54,68,Shamrock Rovers,ST,51.0,34.0,38.0,52.0,46.0,51.0,37.0,34.0,46.0,38.0,52.0,51.0,53.0,51.0,39.0,51.0,37.0,34.0,46.0,38.0,52.0,51.0,53.0,51.0,39.0,53.0
17182,A. Takagi,19,Japan,54,69,Gamba Osaka,ST,50.0,37.0,40.0,52.0,46.0,50.0,44.0,37.0,46.0,40.0,52.0,52.0,53.0,52.0,46.0,50.0,44.0,37.0,46.0,40.0,52.0,52.0,53.0,52.0,46.0,53.0
16124,A. Hlynsson,17,Iceland,57,72,Brøndby IF,ST,56.0,42.0,46.0,55.0,53.0,56.0,46.0,42.0,53.0,46.0,55.0,56.0,53.0,56.0,48.0,56.0,46.0,42.0,53.0,46.0,55.0,56.0,53.0,56.0,48.0,53.0
17233,A. Zahui Bazoukou,21,Sweden,54,62,AFC Eskilstuna,ST,47.0,33.0,34.0,50.0,42.0,47.0,34.0,33.0,42.0,34.0,50.0,47.0,53.0,48.0,35.0,47.0,34.0,33.0,42.0,34.0,50.0,47.0,53.0,48.0,35.0,53.0
17218,S. Cosgrove,20,England,54,64,Carlisle United,ST,51.0,34.0,37.0,52.0,46.0,51.0,36.0,34.0,46.0,37.0,52.0,50.0,53.0,51.0,38.0,51.0,36.0,34.0,46.0,37.0,52.0,50.0,53.0,51.0,38.0,53.0
17075,R. Tierney,19,Scotland,54,67,Hamilton Academical FC,ST,50.0,32.0,32.0,52.0,43.0,50.0,35.0,32.0,43.0,32.0,52.0,49.0,53.0,51.0,36.0,50.0,35.0,32.0,43.0,32.0,52.0,49.0,53.0,51.0,36.0,53.0
17200,F. Rodríguez Calleriza,21,Uruguay,54,60,Sandefjord Fotball,ST,50.0,31.0,32.0,52.0,43.0,50.0,35.0,31.0,43.0,32.0,52.0,50.0,53.0,52.0,36.0,50.0,35.0,31.0,43.0,32.0,52.0,50.0,53.0,52.0,36.0,53.0
17192,I. Messaoud,17,Algeria,54,66,GFC Ajaccio,ST,52.0,31.0,35.0,52.0,46.0,52.0,34.0,31.0,46.0,35.0,52.0,50.0,53.0,51.0,36.0,52.0,34.0,31.0,46.0,35.0,52.0,50.0,53.0,51.0,36.0,53.0
17190,B. Lasme,18,France,54,74,FC Sochaux-Montbéliard,ST,51.0,34.0,35.0,52.0,45.0,51.0,35.0,34.0,45.0,35.0,52.0,51.0,53.0,51.0,37.0,51.0,35.0,34.0,45.0,35.0,52.0,51.0,53.0,51.0,37.0,53.0
17177,S. Boyd,20,Scotland,54,71,Hamilton Academical FC,ST,51.0,28.0,32.0,53.0,45.0,51.0,33.0,28.0,45.0,32.0,53.0,49.0,53.0,51.0,35.0,51.0,33.0,28.0,45.0,32.0,53.0,49.0,53.0,51.0,35.0,53.0
17169,A. Majok,18,Australia,54,67,Western Sydney Wanderers,ST,50.0,31.0,32.0,53.0,42.0,50.0,37.0,31.0,42.0,32.0,53.0,52.0,53.0,54.0,39.0,50.0,37.0,31.0,42.0,32.0,53.0,52.0,53.0,54.0,39.0,53.0
17167,N. Leighton,18,England,54,68,Millwall,ST,47.0,36.0,35.0,50.0,41.0,47.0,36.0,36.0,41.0,35.0,50.0,47.0,53.0,48.0,36.0,47.0,36.0,36.0,41.0,35.0,50.0,47.0,53.0,48.0,36.0,53.0
17160,C. Triana,20,Colombia,54,64,CD Once Caldas Manizales,ST,49.0,31.0,32.0,51.0,42.0,49.0,34.0,31.0,42.0,32.0,51.0,48.0,53.0,50.0,35.0,49.0,34.0,31.0,42.0,32.0,51.0,48.0,53.0,50.0,35.0,53.0
17152,O. Shaw,19,Scotland,54,69,Hibernian,ST,50.0,31.0,33.0,52.0,44.0,50.0,35.0,31.0,44.0,33.0,52.0,49.0,53.0,50.0,36.0,50.0,35.0,31.0,44.0,33.0,52.0,49.0,53.0,50.0,36.0,53.0
17205,L. Reynolds,21,England,54,64,Newport County,ST,48.0,32.0,33.0,51.0,41.0,48.0,38.0,32.0,41.0,33.0,51.0,50.0,53.0,51.0,39.0,48.0,38.0,32.0,41.0,33.0,51.0,50.0,53.0,51.0,39.0,53.0
17096,J. Margetts,23,England,54,62,Scunthorpe United,ST,50.0,31.0,34.0,53.0,44.0,50.0,36.0,31.0,44.0,34.0,53.0,50.0,53.0,52.0,37.0,50.0,36.0,31.0,44.0,34.0,53.0,50.0,53.0,52.0,37.0,53.0
17144,D. Kurminowski,18,Poland,54,70,Lech Poznań,ST,49.0,31.0,33.0,52.0,43.0,49.0,35.0,31.0,43.0,33.0,52.0,50.0,53.0,50.0,37.0,49.0,35.0,31.0,43.0,33.0,52.0,50.0,53.0,50.0,37.0,53.0
17134,O. Zanzala,20,Congo,54,67,Derby County,ST,49.0,38.0,37.0,50.0,44.0,49.0,36.0,38.0,44.0,37.0,50.0,47.0,53.0,48.0,37.0,49.0,36.0,38.0,44.0,37.0,50.0,47.0,53.0,48.0,37.0,53.0
17131,J. Law,18,England,54,62,Mansfield Town,ST,50.0,32.0,33.0,52.0,43.0,50.0,37.0,32.0,43.0,33.0,52.0,51.0,53.0,52.0,38.0,50.0,37.0,32.0,43.0,33.0,52.0,51.0,53.0,52.0,38.0,53.0
17126,F. Piszczek,22,Poland,54,61,Sandecja Nowy Sącz,ST,49.0,32.0,34.0,51.0,43.0,49.0,34.0,32.0,43.0,34.0,51.0,49.0,53.0,50.0,36.0,49.0,34.0,32.0,43.0,34.0,51.0,49.0,53.0,50.0,36.0,53.0
17124,M. Al Johani,22,Saudi Arabia,54,63,Ohod Club,ST,51.0,28.0,31.0,54.0,44.0,51.0,35.0,28.0,44.0,31.0,54.0,51.0,53.0,52.0,36.0,51.0,35.0,28.0,44.0,31.0,54.0,51.0,53.0,52.0,36.0,53.0
17114,F. Al Harbi,21,Saudi Arabia,54,64,Al Raed,ST,51.0,30.0,33.0,53.0,44.0,51.0,35.0,30.0,44.0,33.0,53.0,52.0,53.0,53.0,37.0,51.0,35.0,30.0,44.0,33.0,53.0,52.0,53.0,53.0,37.0,53.0
17094,S. Quigley,24,England,54,59,Blackpool,ST,46.0,37.0,34.0,49.0,41.0,46.0,34.0,37.0,41.0,34.0,49.0,45.0,53.0,46.0,35.0,46.0,34.0,37.0,41.0,34.0,49.0,45.0,53.0,46.0,35.0,53.0
17085,S. Donnelly,24,Republic of Ireland,54,59,Bohemian FC,ST,48.0,31.0,32.0,51.0,42.0,48.0,34.0,31.0,42.0,32.0,51.0,47.0,53.0,49.0,35.0,48.0,34.0,31.0,42.0,32.0,51.0,47.0,53.0,49.0,35.0,53.0
16750,S. Tigges,18,Germany,55,68,VfL Osnabrück,ST,51.0,46.0,47.0,52.0,50.0,51.0,47.0,46.0,50.0,47.0,52.0,54.0,54.0,53.0,49.0,51.0,47.0,46.0,50.0,47.0,52.0,54.0,54.0,53.0,49.0,54.0
16761,M. Karaahmet,17,Turkey,55,70,Karlsruher SC,ST,52.0,32.0,36.0,54.0,45.0,52.0,36.0,32.0,45.0,36.0,54.0,52.0,54.0,54.0,39.0,52.0,36.0,32.0,45.0,36.0,54.0,52.0,54.0,54.0,39.0,54.0
16762,R. Bennett,26,England,55,58,Carlisle United,ST,46.0,37.0,34.0,49.0,40.0,46.0,35.0,37.0,40.0,34.0,49.0,45.0,54.0,47.0,36.0,46.0,35.0,37.0,40.0,34.0,49.0,45.0,54.0,47.0,36.0,54.0
16080,A. Holst,24,Denmark,57,60,FC Helsingør,ST,56.0,38.0,45.0,56.0,53.0,56.0,45.0,38.0,53.0,45.0,56.0,57.0,54.0,57.0,48.0,56.0,45.0,38.0,53.0,45.0,56.0,57.0,54.0,57.0,48.0,54.0
16790,E. Sabbi,19,United States,55,65,Hobro IK,ST,52.0,32.0,34.0,54.0,44.0,52.0,38.0,32.0,44.0,34.0,54.0,53.0,54.0,54.0,39.0,52.0,38.0,32.0,44.0,34.0,54.0,53.0,54.0,54.0,39.0,54.0
16738,A. Agouda,18,Norway,55,70,Strømsgodset IF,ST,51.0,34.0,35.0,53.0,44.0,51.0,38.0,34.0,44.0,35.0,53.0,50.0,54.0,52.0,39.0,51.0,38.0,34.0,44.0,35.0,53.0,50.0,54.0,52.0,39.0,54.0
16791,L. Ellington,18,England,55,67,Bristol Rovers,ST,50.0,41.0,39.0,52.0,45.0,50.0,42.0,41.0,45.0,39.0,52.0,50.0,54.0,51.0,42.0,50.0,42.0,41.0,45.0,39.0,52.0,50.0,54.0,51.0,42.0,54.0
16764,G. Koyalipou,17,France,55,73,Chamois Niortais FC,ST,53.0,32.0,36.0,54.0,47.0,53.0,38.0,32.0,47.0,36.0,54.0,53.0,54.0,54.0,40.0,53.0,38.0,32.0,47.0,36.0,54.0,53.0,54.0,54.0,40.0,54.0
16723,A. Ramalingom,24,France,55,61,AC Ajaccio,ST,49.0,30.0,32.0,51.0,43.0,49.0,33.0,30.0,43.0,32.0,51.0,47.0,54.0,49.0,34.0,49.0,33.0,30.0,43.0,32.0,51.0,47.0,54.0,49.0,34.0,54.0
16713,I. Camara,24,Guinea Bissau,55,60,Avellino,ST,52.0,43.0,42.0,53.0,47.0,52.0,43.0,43.0,47.0,42.0,53.0,51.0,54.0,53.0,44.0,52.0,43.0,43.0,47.0,42.0,53.0,51.0,54.0,53.0,44.0,54.0
16717,Herson Alves,20,Portugal,55,66,Brentford,ST,51.0,32.0,34.0,53.0,44.0,51.0,37.0,32.0,44.0,34.0,53.0,50.0,54.0,52.0,38.0,51.0,37.0,32.0,44.0,34.0,53.0,50.0,54.0,52.0,38.0,54.0
16715,M. Żebrakowski,20,Poland,55,69,Arka Gdynia,ST,47.0,42.0,39.0,49.0,43.0,47.0,37.0,42.0,43.0,39.0,49.0,45.0,54.0,47.0,37.0,47.0,37.0,42.0,43.0,39.0,49.0,45.0,54.0,47.0,37.0,54.0
16263,C. Miller,19,Scotland,57,75,Celtic,ST,54.0,53.0,50.0,55.0,50.0,54.0,56.0,53.0,50.0,50.0,55.0,56.0,54.0,57.0,56.0,54.0,56.0,53.0,50.0,50.0,55.0,56.0,54.0,57.0,56.0,54.0
16710,B. Clayton,19,England,55,66,Brentford,ST,51.0,34.0,36.0,53.0,44.0,51.0,37.0,34.0,44.0,36.0,53.0,48.0,54.0,50.0,38.0,51.0,37.0,34.0,44.0,36.0,53.0,48.0,54.0,50.0,38.0,54.0
16708,R. Balanta,24,Colombia,55,61,Alianza Petrolera,ST,50.0,31.0,32.0,53.0,43.0,50.0,35.0,31.0,43.0,32.0,53.0,50.0,54.0,52.0,36.0,50.0,35.0,31.0,43.0,32.0,53.0,50.0,54.0,52.0,36.0,54.0
16702,D. Mushitu,17,Sweden,55,69,AIK Solna,ST,50.0,33.0,36.0,52.0,45.0,50.0,36.0,33.0,45.0,36.0,52.0,51.0,54.0,51.0,38.0,50.0,36.0,33.0,45.0,36.0,52.0,51.0,54.0,51.0,38.0,54.0
16700,N. Hunziker,21,Switzerland,55,68,FC Thun,ST,49.0,34.0,34.0,51.0,44.0,49.0,33.0,34.0,44.0,34.0,51.0,47.0,54.0,48.0,35.0,49.0,33.0,34.0,44.0,34.0,51.0,47.0,54.0,48.0,35.0,54.0
16622,M. Agaronyan,18,Armenia,56,72,FC SKA-Energiya Khabarovsk,ST,54.0,33.0,37.0,55.0,48.0,54.0,40.0,33.0,48.0,37.0,55.0,55.0,54.0,56.0,42.0,54.0,40.0,33.0,48.0,37.0,55.0,55.0,54.0,56.0,42.0,54.0
14396,C. Villagra,21,Argentina,60,72,Banfield,ST,58.0,33.0,40.0,58.0,51.0,58.0,43.0,33.0,51.0,40.0,58.0,59.0,54.0,60.0,46.0,58.0,43.0,33.0,51.0,40.0,58.0,59.0,54.0,60.0,46.0,54.0
16722,L. Rowe,18,England,55,70,Barnsley,ST,48.0,38.0,37.0,51.0,43.0,48.0,36.0,38.0,43.0,37.0,51.0,47.0,54.0,48.0,37.0,48.0,36.0,38.0,43.0,37.0,51.0,47.0,54.0,48.0,37.0,54.0
16803,A. Pinga,19,Switzerland,55,67,FC Sion,ST,49.0,35.0,34.0,51.0,43.0,49.0,35.0,35.0,43.0,34.0,51.0,47.0,54.0,49.0,36.0,49.0,35.0,35.0,43.0,34.0,51.0,47.0,54.0,49.0,36.0,54.0
16962,A. Ba,19,France,55,65,Southend United,ST,52.0,29.0,35.0,53.0,48.0,52.0,35.0,29.0,48.0,35.0,53.0,51.0,54.0,51.0,37.0,52.0,35.0,29.0,48.0,35.0,53.0,51.0,54.0,51.0,37.0,54.0
16817,S. Mullings,23,England,55,62,Forest Green,ST,47.0,37.0,34.0,50.0,41.0,47.0,35.0,37.0,41.0,34.0,50.0,47.0,54.0,48.0,35.0,47.0,35.0,37.0,41.0,34.0,50.0,47.0,54.0,48.0,35.0,54.0
16814,O. Bugiel,23,Lebanon,55,62,Forest Green,ST,50.0,32.0,33.0,53.0,43.0,50.0,33.0,32.0,43.0,33.0,53.0,50.0,54.0,51.0,35.0,50.0,33.0,32.0,43.0,33.0,53.0,50.0,54.0,51.0,35.0,54.0
16950,P. Cunningham,20,Republic of Ireland,55,65,Galway United,ST,50.0,34.0,34.0,52.0,43.0,50.0,35.0,34.0,43.0,34.0,52.0,49.0,54.0,51.0,37.0,50.0,35.0,34.0,43.0,34.0,52.0,49.0,54.0,51.0,37.0,54.0
16957,A. Connolly,17,Republic of Ireland,55,72,Brighton & Hove Albion,ST,50.0,33.0,34.0,52.0,43.0,50.0,35.0,33.0,43.0,34.0,52.0,50.0,54.0,51.0,37.0,50.0,35.0,33.0,43.0,34.0,52.0,50.0,54.0,51.0,37.0,54.0
16961,I. Boye,20,Nigeria,55,67,Örebro SK,ST,47.0,35.0,33.0,51.0,40.0,47.0,36.0,35.0,40.0,33.0,51.0,48.0,54.0,50.0,37.0,47.0,36.0,35.0,40.0,33.0,51.0,48.0,54.0,50.0,37.0,54.0
16947,S. Nombe,18,England,55,67,Milton Keynes Dons,ST,53.0,32.0,37.0,54.0,47.0,53.0,37.0,32.0,47.0,37.0,54.0,54.0,54.0,55.0,40.0,53.0,37.0,32.0,47.0,37.0,54.0,54.0,54.0,55.0,40.0,54.0
16965,T. Mauer,20,Germany,55,65,FC Carl Zeiss Jena,ST,54.0,31.0,35.0,55.0,46.0,54.0,39.0,31.0,46.0,35.0,55.0,55.0,54.0,57.0,41.0,54.0,39.0,31.0,46.0,35.0,55.0,55.0,54.0,57.0,41.0,54.0
16966,B. Hanlan,20,England,55,71,Colchester United,ST,52.0,37.0,39.0,54.0,46.0,52.0,42.0,37.0,46.0,39.0,54.0,53.0,54.0,54.0,43.0,52.0,42.0,37.0,46.0,39.0,54.0,53.0,54.0,54.0,43.0,54.0
16967,J. Gordon,21,England,55,66,Cheltenham Town,ST,53.0,32.0,35.0,55.0,46.0,53.0,39.0,32.0,46.0,35.0,55.0,55.0,54.0,56.0,41.0,53.0,39.0,32.0,46.0,35.0,55.0,55.0,54.0,56.0,41.0,54.0
16969,H. Cardwell,20,Scotland,55,69,Grimsby Town,ST,49.0,32.0,33.0,52.0,42.0,49.0,37.0,32.0,42.0,33.0,52.0,49.0,54.0,51.0,38.0,49.0,37.0,32.0,42.0,33.0,52.0,49.0,54.0,51.0,38.0,54.0
16970,M. Brændsrød,21,Norway,55,65,Sogndal,ST,57.0,47.0,49.0,56.0,53.0,57.0,53.0,47.0,53.0,49.0,56.0,59.0,54.0,59.0,54.0,57.0,53.0,47.0,53.0,49.0,56.0,59.0,54.0,59.0,54.0,54.0
16975,B. Crowley,20,Australia,55,62,Melbourne City,ST,51.0,32.0,33.0,53.0,43.0,51.0,35.0,32.0,43.0,33.0,53.0,51.0,54.0,53.0,37.0,51.0,35.0,32.0,43.0,33.0,53.0,51.0,54.0,53.0,37.0,54.0
16978,A. Avdijaj,23,Albania,55,62,Grasshopper Club Zürich,ST,47.0,40.0,36.0,49.0,42.0,47.0,36.0,40.0,42.0,36.0,49.0,45.0,54.0,47.0,36.0,47.0,36.0,40.0,42.0,36.0,49.0,45.0,54.0,47.0,36.0,54.0
16946,C. Olesen,21,Denmark,55,68,SønderjyskE,ST,53.0,41.0,42.0,54.0,48.0,53.0,43.0,41.0,48.0,42.0,54.0,54.0,54.0,55.0,45.0,53.0,43.0,41.0,48.0,42.0,54.0,54.0,54.0,55.0,45.0,54.0
16944,E. Pierce,18,Republic of Ireland,55,72,West Bromwich Albion,ST,54.0,36.0,40.0,56.0,49.0,54.0,39.0,36.0,49.0,40.0,56.0,52.0,54.0,53.0,41.0,54.0,39.0,36.0,49.0,40.0,56.0,52.0,54.0,53.0,41.0,54.0
16920,C. Vernam,20,England,55,69,Derby County,ST,52.0,34.0,35.0,53.0,44.0,52.0,37.0,34.0,44.0,35.0,53.0,51.0,54.0,53.0,38.0,52.0,37.0,34.0,44.0,35.0,53.0,51.0,54.0,53.0,38.0,54.0
16968,A. Ammitzbøl,18,Denmark,55,64,Aarhus GF,ST,50.0,31.0,32.0,53.0,42.0,50.0,36.0,31.0,42.0,32.0,53.0,50.0,54.0,52.0,37.0,50.0,36.0,31.0,42.0,32.0,53.0,50.0,54.0,52.0,37.0,54.0
16909,M. Biamou,26,France,55,58,Coventry City,ST,46.0,35.0,33.0,51.0,40.0,46.0,37.0,35.0,40.0,33.0,51.0,48.0,54.0,49.0,37.0,46.0,37.0,35.0,40.0,33.0,51.0,48.0,54.0,49.0,37.0,54.0
16821,K. Nissen,19,Denmark,55,66,Sogndal,ST,49.0,33.0,34.0,51.0,44.0,49.0,34.0,33.0,44.0,34.0,51.0,48.0,54.0,50.0,36.0,49.0,34.0,33.0,44.0,34.0,51.0,48.0,54.0,50.0,36.0,54.0
17078,M. Kennedy,20,Northern Ireland,54,64,Charlton Athletic,ST,51.0,35.0,37.0,53.0,46.0,51.0,39.0,35.0,46.0,37.0,53.0,53.0,54.0,54.0,41.0,51.0,39.0,35.0,46.0,37.0,53.0,53.0,54.0,54.0,41.0,54.0
16831,T. Smith,18,England,55,73,Sheffield United,ST,54.0,30.0,33.0,55.0,45.0,54.0,37.0,30.0,45.0,33.0,55.0,54.0,54.0,56.0,38.0,54.0,37.0,30.0,45.0,33.0,55.0,54.0,54.0,56.0,38.0,54.0
16915,B. Banda,19,South Africa,55,66,Finn Harps,ST,50.0,29.0,31.0,54.0,41.0,50.0,35.0,29.0,41.0,31.0,54.0,52.0,54.0,54.0,37.0,50.0,35.0,29.0,41.0,31.0,54.0,52.0,54.0,54.0,37.0,54.0
16842,N. Baden Frederiksen,17,Denmark,55,68,FC Nordsjælland,ST,50.0,31.0,33.0,52.0,43.0,50.0,35.0,31.0,43.0,33.0,52.0,50.0,54.0,51.0,36.0,50.0,35.0,31.0,43.0,33.0,52.0,50.0,54.0,51.0,36.0,54.0
16854,K. Lynge,26,Denmark,55,58,Hobro IK,ST,50.0,31.0,32.0,53.0,44.0,50.0,35.0,31.0,44.0,32.0,53.0,50.0,54.0,52.0,36.0,50.0,35.0,31.0,44.0,32.0,53.0,50.0,54.0,52.0,36.0,54.0
16863,K. Muskwe,19,England,55,70,Rotherham United,ST,52.0,32.0,33.0,54.0,43.0,52.0,36.0,32.0,43.0,33.0,54.0,51.0,54.0,54.0,38.0,52.0,36.0,32.0,43.0,33.0,54.0,51.0,54.0,54.0,38.0,54.0
16840,W. Graham,18,Scotland,55,70,Kilmarnock,ST,49.0,32.0,33.0,51.0,43.0,49.0,35.0,32.0,43.0,33.0,51.0,48.0,54.0,49.0,36.0,49.0,35.0,32.0,43.0,33.0,51.0,48.0,54.0,49.0,36.0,54.0
16864,J. Nuttall,20,England,55,71,Blackburn Rovers,ST,47.0,40.0,38.0,50.0,43.0,47.0,39.0,40.0,43.0,38.0,50.0,48.0,54.0,48.0,39.0,47.0,39.0,40.0,43.0,38.0,50.0,48.0,54.0,48.0,39.0,54.0
16903,M. Attiyah,25,Saudi Arabia,55,60,Ohod Club,ST,50.0,31.0,33.0,51.0,43.0,50.0,35.0,31.0,43.0,33.0,51.0,49.0,54.0,51.0,37.0,50.0,35.0,31.0,43.0,33.0,51.0,49.0,54.0,51.0,37.0,54.0
16874,T. Haraldsson,20,Iceland,55,65,Halmstads BK,ST,51.0,31.0,33.0,53.0,43.0,51.0,36.0,31.0,43.0,33.0,53.0,51.0,54.0,53.0,38.0,51.0,36.0,31.0,43.0,33.0,53.0,51.0,54.0,53.0,38.0,54.0
16884,S. Tuton,26,England,55,57,Barnsley,ST,50.0,30.0,32.0,53.0,43.0,50.0,36.0,30.0,43.0,32.0,53.0,51.0,54.0,52.0,38.0,50.0,36.0,30.0,43.0,32.0,53.0,51.0,54.0,52.0,38.0,54.0
16897,J. Ponticelli,18,England,55,75,Coventry City,ST,49.0,29.0,31.0,53.0,41.0,49.0,34.0,29.0,41.0,31.0,53.0,48.0,54.0,51.0,35.0,49.0,34.0,29.0,41.0,31.0,53.0,48.0,54.0,51.0,35.0,54.0
16902,J. Lundberg,19,Sweden,55,64,Örebro SK,ST,51.0,32.0,33.0,53.0,44.0,51.0,34.0,32.0,44.0,33.0,53.0,49.0,54.0,52.0,36.0,51.0,34.0,32.0,44.0,33.0,53.0,49.0,54.0,52.0,36.0,54.0
16458,G. Rizzo,20,Germany,56,67,FC Ingolstadt 04,ST,50.0,34.0,34.0,52.0,43.0,50.0,34.0,34.0,43.0,34.0,52.0,48.0,55.0,50.0,35.0,50.0,34.0,34.0,43.0,34.0,52.0,48.0,55.0,50.0,35.0,55.0
16448,T. Müsel,17,Germany,56,72,1. FC Kaiserslautern,ST,55.0,36.0,40.0,56.0,49.0,55.0,41.0,36.0,49.0,40.0,56.0,56.0,55.0,57.0,44.0,55.0,41.0,36.0,49.0,40.0,56.0,56.0,55.0,57.0,44.0,55.0
16444,M. Volpe,19,Italy,56,70,Frosinone,ST,48.0,39.0,37.0,51.0,43.0,48.0,37.0,39.0,43.0,37.0,51.0,47.0,55.0,48.0,37.0,48.0,37.0,39.0,43.0,37.0,51.0,47.0,55.0,48.0,37.0,55.0
16426,P. Schmidt,18,Austria,56,74,FC Admira Wacker Mödling,ST,51.0,32.0,32.0,53.0,41.0,51.0,35.0,32.0,41.0,32.0,53.0,50.0,55.0,53.0,35.0,51.0,35.0,32.0,41.0,32.0,53.0,50.0,55.0,53.0,35.0,55.0
16425,R. Mierez,20,Argentina,56,70,Club Atlético Tigre,ST,51.0,35.0,37.0,52.0,46.0,51.0,38.0,35.0,46.0,37.0,52.0,50.0,55.0,51.0,40.0,51.0,38.0,35.0,46.0,37.0,52.0,50.0,55.0,51.0,40.0,55.0
16414,C. Carletti,20,Italy,56,64,Carpi,ST,49.0,33.0,34.0,52.0,44.0,49.0,33.0,33.0,44.0,34.0,52.0,48.0,55.0,49.0,35.0,49.0,33.0,33.0,44.0,34.0,52.0,48.0,55.0,49.0,35.0,55.0
15911,C. Furlong,19,England,58,71,Milton Keynes Dons,ST,57.0,32.0,39.0,56.0,51.0,57.0,40.0,32.0,51.0,39.0,56.0,58.0,55.0,58.0,43.0,57.0,40.0,32.0,51.0,39.0,56.0,58.0,55.0,58.0,43.0,55.0
16413,J. Soladio,19,Belgium,56,68,KV Mechelen,ST,54.0,32.0,38.0,55.0,49.0,54.0,38.0,32.0,49.0,38.0,55.0,53.0,55.0,54.0,40.0,54.0,38.0,32.0,49.0,38.0,55.0,53.0,55.0,54.0,40.0,55.0
16403,Y. Frick,19,Liechtenstein,56,70,Perugia,ST,49.0,38.0,37.0,51.0,44.0,49.0,36.0,38.0,44.0,37.0,51.0,48.0,55.0,49.0,37.0,49.0,36.0,38.0,44.0,37.0,51.0,48.0,55.0,49.0,37.0,55.0
14368,Park Jung Ho,20,Korea Republic,60,70,Jeonbuk Hyundai Motors,ST,51.0,59.0,55.0,53.0,50.0,51.0,57.0,59.0,50.0,55.0,53.0,51.0,55.0,52.0,55.0,51.0,57.0,59.0,50.0,55.0,53.0,51.0,55.0,52.0,55.0,55.0
11602,T. Steinherr,24,Germany,64,69,SpVgg Unterhaching,ST,61.0,39.0,46.0,60.0,56.0,61.0,50.0,39.0,56.0,46.0,60.0,63.0,55.0,63.0,53.0,61.0,50.0,39.0,56.0,46.0,60.0,63.0,55.0,63.0,53.0,55.0
15259,S. Matic,23,Sweden,59,64,AFC Eskilstuna,ST,56.0,39.0,43.0,57.0,51.0,56.0,45.0,39.0,51.0,43.0,57.0,58.0,55.0,58.0,47.0,56.0,45.0,39.0,51.0,43.0,57.0,58.0,55.0,58.0,47.0,55.0
16482,N. Batalla,19,Colombia,56,68,Corporación Club Deportivo Tuluá,ST,56.0,47.0,51.0,56.0,54.0,56.0,53.0,47.0,54.0,51.0,56.0,58.0,55.0,57.0,55.0,56.0,53.0,47.0,54.0,51.0,56.0,58.0,55.0,57.0,55.0,55.0
16422,V. Kusej,17,Czech Republic,56,79,SG Dynamo Dresden,ST,56.0,29.0,35.0,57.0,48.0,56.0,38.0,29.0,48.0,35.0,57.0,56.0,55.0,58.0,41.0,56.0,38.0,29.0,48.0,35.0,57.0,56.0,55.0,58.0,41.0,55.0
16488,C. Rojas,19,Colombia,56,65,Envigado FC,ST,52.0,32.0,35.0,55.0,44.0,52.0,37.0,32.0,44.0,35.0,55.0,51.0,55.0,53.0,39.0,52.0,37.0,32.0,44.0,35.0,55.0,51.0,55.0,53.0,39.0,55.0
